00017639-r	なお且つ	hand
00017639-r	尚	hand
00017639-r	尚々	hand
00017639-r	尚尚	hand
00017639-r	猶	hand
00017639-r	猶々	hand
00017639-r	猶かつ	hand
00017639-r	猶且つ	hand
00017639-r	猶猶	hand
00017782-a	受け入れられる	hand
00017782-a	無難	hand
00017865-v	寐る	hand
00017865-v	寝る	hand
00017865-v	就寝	hand
00017865-v	就床	hand
00018043-r	にもかかわらず	hand
00018158-v	起きる	hand
00018158-v	起床	hand
00018302-r	ある程度	hand
00018302-r	いくぶん	hand
00018302-r	かなり	hand
00018302-r	ずいぶん	hand
00018302-r	ちょい	hand
00018302-r	ちょいと	hand
00018302-r	ちょっと	hand
00018302-r	とかく	hand
00018302-r	とっても	hand
00018302-r	なかなか	hand
00018302-r	わりあい	hand
00018302-r	わりと	hand
00018302-r	一寸	hand
00018302-r	中々	hand
00018302-r	中中	hand
00018302-r	余程	hand
00018302-r	割かし	hand
00018302-r	割と	hand
00018302-r	割りかし	hand
00018302-r	割りかた	hand
00018302-r	割りと	hand
00018302-r	割り合い	hand
00018302-r	割り方	hand
00018302-r	割合	hand
00018302-r	割合い	hand
00018302-r	却々	hand
00018302-r	可也	hand
00018302-r	可成	hand
00018302-r	小々	hand
00018302-r	小小	hand
00018302-r	少々	hand
00018302-r	相当	hand
00018302-r	結構	hand
00018302-r	転た	hand
00018302-r	随分	hand
00018302-r	鳥渡	hand
00018405-v	立ち上がらせる	hand
00018405-v	起き上がらせる	hand
00018405-v	起こす	hand
00018405-v	起立させる	hand
00018526-v	寝ざめる	hand
00018526-v	寝覚める	hand
00018526-v	寝醒める	hand
00018526-v	目ざめる	hand
00018526-v	目覚める	hand
00018526-v	覚める	hand
00018526-v	覚醒	hand
00018526-v	起きる	hand
00018526-v	醒める	hand
00018577-r	すっかり	hand
00018577-r	とんと	hand
00018577-r	ふつに	hand
00018577-r	ほんに	hand
00018577-r	まったく	hand
00018577-r	まるで	hand
00018577-r	丸で	hand
00018577-r	何とも	hand
00018577-r	何共	hand
00018577-r	全く	hand
00018577-r	完全に	hand
00018577-r	本に	hand
00018577-r	殆	hand
00018577-r	頓と	hand
00018781-r	かなり	hand
00018781-r	けっこう	hand
00018781-r	ずいぶん	hand
00018781-r	とっても	hand
00018781-r	とんと	hand
00018781-r	なかなか	hand
00018781-r	ほんに	hand
00018781-r	余っ程	hand
00018781-r	余程	hand
00018781-r	却々	hand
00018781-r	却却	hand
00018781-r	可也	hand
00018781-r	可成	hand
00018781-r	本に	hand
00018781-r	殆	hand
00018781-r	相当	hand
00018781-r	結構	hand
00018781-r	随分	hand
00018813-v	たたき起こす	hand
00018813-v	呼びさます	hand
00018813-v	呼び覚ます	hand
00018813-v	呼び起こす	hand
00018813-v	目を覚まさせる	hand
00018813-v	起こす	hand
00018918-r	ずいぶん	hand
00018918-r	とっても	hand
00018918-r	なかなか立派な	hand
00018918-r	ほんに	hand
00018918-r	まるで	hand
00018918-r	よっぽど	hand
00018918-r	一向	hand
00018918-r	丸で	hand
00018918-r	余っ程	hand
00018918-r	余程	hand
00018918-r	全く	hand
00018918-r	可也	hand
00018918-r	可成	hand
00018918-r	大した	hand
00018918-r	実に	hand
00018918-r	実際に	hand
00018918-r	本に	hand
00018918-r	殆	hand
00018918-r	殊の外	hand
00018918-r	結構	hand
00018918-r	随分	hand
00019128-n	自然物	hand
00019131-a	到達できる	hand
00019181-r	まったく	hand
00019181-r	全く	hand
00019339-r	いつでも	hand
00019339-r	いつも	hand
00019339-r	きまって	hand
00019339-r	しょっちゅう	hand
00019339-r	たえず	hand
00019339-r	つねづね	hand
00019339-r	つねに	hand
00019339-r	何時でも	hand
00019339-r	何時も	hand
00019339-r	四六時中	hand
00019339-r	始終	hand
00019339-r	常	hand
00019339-r	常々	hand
00019339-r	常に	hand
00019339-r	常住	hand
00019339-r	常住坐臥	hand
00019339-r	常常	hand
00019339-r	年がら年じゅう	hand
00019339-r	年がら年中	hand
00019339-r	年がら年百	hand
00019339-r	年中	hand
00019339-r	年百年中	hand
00019339-r	日夕	hand
00019339-r	明け暮れ	hand
00019339-r	明暮	hand
00019339-r	末始終	hand
00019339-r	極って	hand
00019339-r	極まって	hand
00019339-r	毎々	hand
00019339-r	毎毎	hand
00019339-r	決って	hand
00019339-r	決まって	hand
00019339-r	絶えず	hand
00019448-v	作用	hand
00019448-v	冒す	hand
00019448-v	差し響く	hand
00019448-v	影響	hand
00019448-v	虫ばむ	hand
00019448-v	虫食む	hand
00019448-v	蝕む	hand
00019448-v	障る	hand
00019448-v	響く	hand
00019609-r	いつまでも	hand
00019609-r	ずっと	hand
00019609-r	末始終	hand
00019609-r	永久に	hand
00019613-n	サブスタンス	hand
00019613-n	物	hand
00019613-n	物質	hand
00019731-a	手近な	hand
00019757-r	いつでも	hand
00019792-v	やっ付ける	multi
00019792-v	伐つ	multi
00019792-v	切り込む	multi
00019792-v	射つ	multi
00019792-v	掛かる	multi
